,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,winner
0,0.22,*results_full_domain_appears_MapsLocations,100,100,0.65,0.54,0.76,1.41,200,rural,urban,0.0010222681752620442,urban
1,0.07,*results_full_domain_appears_yelp.com,100,100,0.035,0.0,0.07,inf,200,rural,urban,0.007502567538609626,urban
2,0.01,results_full_domain_appears_wikipedia.org,100,100,0.295,0.3,0.29,1.03,200,rural,urban,0.8775423449506451,rural
3,0.03,results_full_domain_appears_twitter.com,100,100,0.385,0.4,0.37,1.08,200,rural,urban,0.6647808841795642,rural
4,0.03,results_full_domain_appears_UserTweetCarousel,100,100,0.385,0.4,0.37,1.08,200,rural,urban,0.6647808841795642,rural
5,0.01,results_full_domain_appears_facebook.com,100,100,0.195,0.2,0.19,1.05,200,rural,urban,0.859225492837091,rural
6,0.07,*results_full_domain_appears_yelp.com,100,100,0.035,0.0,0.07,inf,200,rural,urban,0.007502567538609626,urban
7,0.07,results_full_domain_appears_youtube.com,100,100,0.165,0.2,0.13,1.54,200,rural,urban,0.18418445614607165,rural
8,0.27,**results_top_three_domain_appears_MapsLocations,100,100,0.295,0.16,0.43,2.69,200,rural,urban,2.1617685001239664e-05,urban
9,0.07,*results_top_three_domain_appears_google.com,100,100,0.045,0.08,0.01,8.0,200,rural,urban,0.017393513075614896,rural
10,0.07,*results_top_three_domain_appears_progressive.insurance,100,100,0.045,0.08,0.01,8.0,200,rural,urban,0.017393513075614896,rural
11,0.03,results_top_three_domain_appears_twitter.com,100,100,0.385,0.4,0.37,1.08,200,rural,urban,0.6647808841795642,rural
12,0.03,results_top_three_domain_appears_UserTweetCarousel,100,100,0.385,0.4,0.37,1.08,200,rural,urban,0.6647808841795642,rural
13,0.01,results_top_three_domain_appears_facebook.com,100,100,0.005,0.01,0.0,inf,200,rural,urban,0.3197484741393017,rural
14,0.02,results_top_three_domain_appears_yelp.com,100,100,0.01,0.0,0.02,inf,200,rural,urban,0.15833990565972575,urban
15,0.01,results_top_three_domain_appears_youtube.com,100,100,0.005,0.0,0.01,inf,200,rural,urban,0.3197484741393017,urban
16,0.06,results_top_three_domain_appears_wikipedia.org,100,100,0.06,0.09,0.03,3.0,200,rural,urban,0.07502587239383186,rural
