,column,len(a),len(b),mean_a,mean_b,mult_inc,winner
0,**results_full_domain_frac_m.philadelphiaeagles.com,210,50,0.004,0.0,inf,rural
1,*results_full_domain_frac_bleacherreport.com,210,50,0.002,0.0,inf,rural
