,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.0,results_top_three_domain_frac_NewsCarousel,10,10,0.33333333333333326,0.333,0.333,1.0,20,rural,urban,1.0,minimum wage,
1,0.0,results_top_three_domain_frac_NewsCarousel,10,10,0.33333333333333326,0.333,0.333,1.0,20,rural,urban,1.0,gun control,
2,0.0,results_top_three_domain_frac_NewsCarousel,10,10,0.33333333333333326,0.333,0.333,1.0,20,rural,urban,1.0,college football playoff,
3,0.0,results_top_three_domain_frac_NewsCarousel,10,10,0.33333333333333326,0.333,0.333,1.0,20,rural,urban,1.0,medical marijuana,
4,0.2,*results_top_three_domain_frac_NewsCarousel,10,10,0.16666666666666669,0.267,0.067,4.0,20,rural,urban,0.0051629256736767945,Chevrolet,rural
5,0.1,results_top_three_domain_frac_NewsCarousel,10,10,0.28333333333333327,0.333,0.233,1.43,20,rural,urban,0.08112618884584036,Chase Bank,rural
6,0.0,results_top_three_domain_frac_NewsCarousel,10,10,0.33333333333333326,0.333,0.333,1.0,20,rural,urban,1.0,matt lauer,
7,0.233,**results_top_three_domain_frac_NewsCarousel,10,10,0.15,0.267,0.033,8.0,20,rural,urban,0.0006237457011994715,Honda,rural
8,0.0,results_top_three_domain_frac_NewsCarousel,10,10,0.33333333333333326,0.333,0.333,1.0,20,rural,urban,1.0,Wells Fargo,
9,0.233,*results_top_three_domain_frac_NewsCarousel,10,10,0.11666666666666665,0.233,0.0,inf,20,rural,urban,0.0013229505842674947,Domino's Pizza,rural
10,0.033,results_top_three_domain_frac_NewsCarousel,10,10,0.016666666666666666,0.033,0.0,inf,20,rural,urban,0.34343639613791355,Target Corporation,rural
11,0.0,results_top_three_domain_frac_NewsCarousel,10,10,0.33333333333333326,0.333,0.333,1.0,20,rural,urban,1.0,michael flynn,
12,0.0,results_top_three_domain_frac_NewsCarousel,10,10,0.33333333333333326,0.333,0.333,1.0,20,rural,urban,1.0,Barack Obama,
13,0.0,results_top_three_domain_frac_NewsCarousel,10,10,0.33333333333333326,0.333,0.333,1.0,20,rural,urban,1.0,eagles,
