,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.4,*results_top_domain_frac_MapsLocations,10,10,0.2,0.0,0.4,inf,20,GOP,DEM,0.03678749787978613,medical marijuana,DEM
1,0.6,*results_top_domain_frac_MapsPlaces,10,10,0.3,0.0,0.6,inf,20,GOP,DEM,0.005121072764272635,school uniforms,DEM
