,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.008,results_full_domain_frac_MapsLocations,10,10,0.07307692307692307,0.069,0.077,1.11,20,GOP,DEM,0.3434363961379143,insurance companies,DEM
1,0.051,*results_full_domain_frac_MapsLocations,9,10,0.06698564593301434,0.04,0.091,2.25,19,GOP,DEM,0.01334906342601871,home insurance,DEM
2,0.027,results_full_domain_frac_MapsLocations,10,10,0.07727272727272724,0.064,0.091,1.43,20,GOP,DEM,0.08112618884584044,auto insurance,DEM
3,0.053,*results_full_domain_frac_MapsLocations,9,10,0.04665071770334929,0.019,0.072,3.89,19,GOP,DEM,0.006336257916748571,life insurance,DEM
4,0.015,results_full_domain_frac_MapsLocations,10,10,0.007692307692307693,0.0,0.015,inf,20,GOP,DEM,0.16785065605707486,health insurance,DEM
5,0.075,*results_full_domain_frac_MapsLocations,10,10,0.0375,0.0,0.075,inf,20,GOP,DEM,0.005121072764272635,geico insurance,DEM
6,0.062,*results_full_domain_frac_MapsLocations,10,10,0.06875,0.038,0.1,2.67,20,GOP,DEM,0.024143272996065546,progressive insurance,DEM
7,0.036,*results_full_domain_frac_MapsLocations,10,10,0.07272727272727271,0.055,0.091,1.67,20,GOP,DEM,0.03678749787978613,car insurance,DEM
8,0.075,*results_full_domain_frac_MapsLocations,9,10,0.039473684210526314,0.0,0.075,inf,19,GOP,DEM,0.005121072764272635,geico,DEM
9,0.1,**results_full_domain_frac_MapsLocations,10,10,0.0625,0.012,0.112,9.0,20,GOP,DEM,2.2928871994400028e-05,progressive,DEM
10,0.07,*results_full_domain_frac_foragentsonly.com,10,10,0.08839285714285715,0.123,0.054,2.3,20,GOP,DEM,0.017022603063413886,progressive insurance,GOP
11,0.064,*results_full_domain_frac_foragentsonly.com,10,10,0.10892857142857144,0.141,0.077,1.84,20,GOP,DEM,0.013464478065923421,progressive,GOP
