,column,len(a),len(b),mean_a,mean_b,mult_inc,winner
0,*results_top_three_domain_frac_www.bbc.com,100,100,0.017,0.0,inf,low-income
1,*results_top_three_domain_frac_MapsLocations,100,100,0.0,0.023,inf,high-income
2,*top_ads_top_three_domain_frac_www.latinainstitute.org,76,58,0.0,0.029,inf,high-income
3,*top_ads_top_three_domain_frac_www.caron.org,76,58,0.079,0.0,inf,low-income
4,*top_ads_top_three_domain_frac_www.allieded.org,76,58,0.035,0.0,inf,low-income
5,*top_ads_top_three_domain_frac_www.heartlandalliance.org,76,58,0.031,0.0,inf,low-income
