,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.409,*results_top_three_domain_appears_cnn.com,22,8,0.3,0.409,0.0,inf,30,rural,urban,0.0010152263109035437,california fires,rural
1,0.118,*results_top_three_domain_appears_independent.co.uk,34,6,0.1,0.118,0.0,inf,40,GOP,DEM,0.04367879138429159,gertrude jekyll,GOP
