,column,len(a),len(b),mean_a,mean_b,mult_inc,winner
0,*results_top_domain_frac_MapsLocations,1064,76,0.004,0.0,inf,GOP
1,**results_top_domain_frac_plannedparenthood.org,1064,76,0.018,0.0,inf,GOP
2,*top_ads_top_domain_frac_fbresearch.org,406,28,0.025,0.0,inf,GOP
