,id,status,search_engine_name,scrape_method,page_number,requested_at,requested_by,latitude,longitude,reported_location,is_control,category,urban_rural_code,median_income,percent_dem,num_results_for_query,num_results,query,effective_query,no_results,results_avg_edit,results_avg_jacc,has_results,results_full_domain_frac_yahoo.com,results_full_domain_appears_yahoo.com,results_full_domain_rank_yahoo.com,results_full_domain_count_yahoo.com,results_full_domain_frac_NewsCarousel,results_full_domain_appears_NewsCarousel,results_full_domain_rank_NewsCarousel,results_full_domain_count_NewsCarousel,results_full_domain_frac_twitter.com,results_full_domain_appears_twitter.com,results_full_domain_rank_twitter.com,results_full_domain_count_twitter.com,results_full_domain_frac_SearchTweetCarousel,results_full_domain_appears_SearchTweetCarousel,results_full_domain_rank_SearchTweetCarousel,results_full_domain_count_SearchTweetCarousel,results_full_domain_frac_bitcoin.com,results_full_domain_appears_bitcoin.com,results_full_domain_rank_bitcoin.com,results_full_domain_count_bitcoin.com,results_full_domain_frac_coindesk.com,results_full_domain_appears_coindesk.com,results_full_domain_rank_coindesk.com,results_full_domain_count_coindesk.com,results_full_domain_frac_latimes.com,results_full_domain_appears_latimes.com,results_full_domain_rank_latimes.com,results_full_domain_count_latimes.com,results_full_snippet_mean_polarity,results_full_title_mean_polarity,results_top_three_domain_frac_yahoo.com,results_top_three_domain_appears_yahoo.com,results_top_three_domain_frac_NewsCarousel,results_top_three_domain_appears_NewsCarousel,results_top_three_domain_frac_twitter.com,results_top_three_domain_appears_twitter.com,results_top_three_domain_frac_SearchTweetCarousel,results_top_three_domain_appears_SearchTweetCarousel,results_top_three_domain_frac_bitcoin.com,results_top_three_domain_appears_bitcoin.com,results_top_three_snippet_mean_polarity,results_top_three_title_mean_polarity,results_top_domain_frac_yahoo.com,results_top_domain_appears_yahoo.com,results_top_domain_frac_NewsCarousel,results_top_domain_appears_NewsCarousel,results_top_snippet_mean_polarity,results_top_title_mean_polarity,results_full_domain_frac_people also ask,results_full_domain_appears_people also ask,results_full_domain_rank_people also ask,results_full_domain_count_people also ask,results_full_domain_frac_foxnews.com,results_full_domain_appears_foxnews.com,results_full_domain_rank_foxnews.com,results_full_domain_count_foxnews.com,results_full_domain_frac_usatoday.com,results_full_domain_appears_usatoday.com,results_full_domain_rank_usatoday.com,results_full_domain_count_usatoday.com,results_full_domain_frac_wikipedia.org,results_full_domain_appears_wikipedia.org,results_full_domain_rank_wikipedia.org,results_full_domain_count_wikipedia.org,results_full_domain_frac_cnn.com,results_full_domain_appears_cnn.com,results_full_domain_rank_cnn.com,results_full_domain_count_cnn.com,results_full_domain_frac_nytimes.com,results_full_domain_appears_nytimes.com,results_full_domain_rank_nytimes.com,results_full_domain_count_nytimes.com,results_full_domain_frac_washingtonpost.com,results_full_domain_appears_washingtonpost.com,results_full_domain_rank_washingtonpost.com,results_full_domain_count_washingtonpost.com,results_full_domain_frac_theatlantic.com,results_full_domain_appears_theatlantic.com,results_full_domain_rank_theatlantic.com,results_full_domain_count_theatlantic.com,results_top_three_domain_frac_foxnews.com,results_top_three_domain_appears_foxnews.com,results_top_three_domain_frac_usatoday.com,results_top_three_domain_appears_usatoday.com,results_top_three_domain_frac_wikipedia.org,results_top_three_domain_appears_wikipedia.org,results_top_domain_frac_foxnews.com,results_top_domain_appears_foxnews.com,results_top_domain_frac_usatoday.com,results_top_domain_appears_usatoday.com,knowledge_panel_avg_edit,knowledge_panel_avg_jacc,has_knowledge_panel,knowledge_panel_full_domain_frac_wikipedia.org,knowledge_panel_full_domain_appears_wikipedia.org,knowledge_panel_full_domain_rank_wikipedia.org,knowledge_panel_full_domain_count_wikipedia.org,knowledge_panel_full_snippet_mean_polarity,knowledge_panel_full_title_mean_polarity,knowledge_panel_top_three_domain_frac_wikipedia.org,knowledge_panel_top_three_domain_appears_wikipedia.org,knowledge_panel_top_three_snippet_mean_polarity,knowledge_panel_top_three_title_mean_polarity,knowledge_panel_top_domain_frac_wikipedia.org,knowledge_panel_top_domain_appears_wikipedia.org,knowledge_panel_top_snippet_mean_polarity,knowledge_panel_top_title_mean_polarity,knowledge_panel_full_domain_frac_b'',knowledge_panel_full_domain_appears_b'',knowledge_panel_full_domain_rank_b'',knowledge_panel_full_domain_count_b'',knowledge_panel_top_three_domain_frac_b'',knowledge_panel_top_three_domain_appears_b'',results_full_domain_frac_go.com,results_full_domain_appears_go.com,results_full_domain_rank_go.com,results_full_domain_count_go.com,results_full_domain_frac_calfire.ca.gov,results_full_domain_appears_calfire.ca.gov,results_full_domain_rank_calfire.ca.gov,results_full_domain_count_calfire.ca.gov,results_full_domain_frac_newsweek.com,results_full_domain_appears_newsweek.com,results_full_domain_rank_newsweek.com,results_full_domain_count_newsweek.com,results_top_three_domain_frac_cnn.com,results_top_three_domain_appears_cnn.com,results_top_three_domain_frac_nytimes.com,results_top_three_domain_appears_nytimes.com,results_top_three_domain_frac_latimes.com,results_top_three_domain_appears_latimes.com,results_top_domain_frac_cnn.com,results_top_domain_appears_cnn.com,results_top_domain_frac_nytimes.com,results_top_domain_appears_nytimes.com,results_full_domain_frac_nbcnews.com,results_full_domain_appears_nbcnews.com,results_full_domain_rank_nbcnews.com,results_full_domain_count_nbcnews.com,results_full_domain_frac_247sports.com,results_full_domain_appears_247sports.com,results_full_domain_rank_247sports.com,results_full_domain_count_247sports.com,results_full_domain_frac_deadspin.com,results_full_domain_appears_deadspin.com,results_full_domain_rank_deadspin.com,results_full_domain_count_deadspin.com,results_full_domain_frac_espn.com,results_full_domain_appears_espn.com,results_full_domain_rank_espn.com,results_full_domain_count_espn.com,results_full_domain_frac_cbssports.com,results_full_domain_appears_cbssports.com,results_full_domain_rank_cbssports.com,results_full_domain_count_cbssports.com,results_top_three_domain_frac_247sports.com,results_top_three_domain_appears_247sports.com,results_top_domain_frac_247sports.com,results_top_domain_appears_247sports.com,results_full_domain_frac_b'',results_full_domain_appears_b'',results_full_domain_rank_b'',results_full_domain_count_b'',results_full_domain_frac_philadelphiaeagles.com,results_full_domain_appears_philadelphiaeagles.com,results_full_domain_rank_philadelphiaeagles.com,results_full_domain_count_philadelphiaeagles.com,results_full_domain_frac_facebook.com,results_full_domain_appears_facebook.com,results_full_domain_rank_facebook.com,results_full_domain_count_facebook.com,results_full_domain_frac_si.com,results_full_domain_appears_si.com,results_full_domain_rank_si.com,results_full_domain_count_si.com,results_top_three_domain_frac_b'',results_top_three_domain_appears_b'',results_top_three_domain_frac_espn.com,results_top_three_domain_appears_espn.com,results_top_domain_frac_b'',results_top_domain_appears_b'',results_full_domain_frac_UserTweetCarousel,results_full_domain_appears_UserTweetCarousel,results_full_domain_rank_UserTweetCarousel,results_full_domain_count_UserTweetCarousel,results_top_three_domain_frac_philadelphiaeagles.com,results_top_three_domain_appears_philadelphiaeagles.com,results_full_domain_frac_collegefootballplayoff.com,results_full_domain_appears_collegefootballplayoff.com,results_full_domain_rank_collegefootballplayoff.com,results_full_domain_count_collegefootballplayoff.com,results_top_three_domain_frac_collegefootballplayoff.com,results_top_three_domain_appears_collegefootballplayoff.com,results_top_three_domain_frac_washingtonpost.com,results_top_three_domain_appears_washingtonpost.com,results_top_domain_frac_washingtonpost.com,results_top_domain_appears_washingtonpost.com,results_full_domain_frac_variety.com,results_full_domain_appears_variety.com,results_full_domain_rank_variety.com,results_full_domain_count_variety.com,results_full_domain_frac_youtube.com,results_full_domain_appears_youtube.com,results_full_domain_rank_youtube.com,results_full_domain_count_youtube.com,results_top_domain_frac_wikipedia.org,results_top_domain_appears_wikipedia.org,results_full_domain_frac_people.com,results_full_domain_appears_people.com,results_full_domain_rank_people.com,results_full_domain_count_people.com
count,200.0,200,200,200,200.0,200,200,200,200,200,200.0,200,200.0,200.0,200.0,200,200.0,200,200,200.0,200.0,200.0,200.0,40.0,40.0,40.0,40.0,160.0,160.0,160.0,160.0,120.0,120.0,120.0,120.0,58.0,58.0,58.0,58.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,40.0,40.0,40.0,40.0,200.0,200.0,40.0,40.0,160.0,160.0,98.0,98.0,58.0,58.0,20.0,20.0,200.0,200.0,20.0,20.0,120.0,120.0,200.0,200.0,58.0,58.0,58.0,58.0,80.0,80.0,80.0,80.0,56.0,56.0,56.0,56.0,147.0,147.0,147.0,147.0,100.0,100.0,100.0,100.0,116.0,116.0,116.0,116.0,51.0,51.0,51.0,51.0,60.0,60.0,60.0,60.0,40.0,40.0,20.0,20.0,80.0,80.0,40.0,40.0,20.0,20.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,40.0,40.0,40.0,40.0,20.0,20.0,40.0,40.0,20.0,20.0,21.0,21.0,21.0,21.0,30.0,30.0,30.0,30.0,40.0,40.0,40.0,40.0,60.0,60.0,60.0,60.0,23.0,23.0,23.0,23.0,20.0,20.0,20.0,20.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,28.0,28.0,28.0,28.0,40.0,40.0,40.0,40.0,40.0,40.0,22.0,22.0,22.0,22.0,2.0,2.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,40.0,40.0,40.0,40.0,17.0,17.0,17.0,17.0,40.0,40.0,20.0,20.0,20.0,20.0
unique,,1,1,1,,200,1,20,20,20,,1,,,,139,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,successful,google,selenium,,2018-01-03 08:02:46.422179,localhost,38.884722,-83.495068,"Franklin, New Jersey",,trending,,,,"About 1,150,000 results (0.43 seconds) ",,college football playoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,200,200,200,,1,200,10,10,10,,200,,,,5,,20,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,300.5,,,,1.0,,,,,,0.0,,4.1,64691.15,0.5703824616294498,,17.605,,,0.0,1.9378947368421064,0.889006765811271,1.0,0.08684210526315786,1.0,3.65,1.625,0.06159917374507148,1.0,1.25,1.0,0.13325566933926047,1.0,2.85,2.3333333333333335,0.05386670699737845,1.0,2.310344827586207,1.0,0.11052631578947372,1.0,3.575,2.0,0.05526315789473686,1.0,4.9,1.0,0.09429824561403508,1.0,9.55,1.5,0.049290795454545504,-0.09669698358585874,0.11388888888888886,1.0,0.1465277777777778,1.0,0.2653061224489791,1.0,0.11111111111111098,1.0,0.11111111111111113,1.0,0.04294566666666664,-0.1326733333333335,0.25,1.0,0.25,1.0,0.12956499999999987,-0.15315999999999985,0.06846229995050318,1.0,11.827586206896552,1.0,0.0999842171717171,1.0,4.429166666666667,1.525,0.06752132671250317,1.0,7.482142857142857,1.0,0.08366331115114825,1.0,3.707482993197279,1.1496598639455782,0.09290404040404027,1.0,4.16,1.4,0.08715134557920415,1.0,7.943965517241379,1.3275862068965518,0.12777777777777777,1.0,7.434640522875816,1.8823529411764706,0.06527777777777787,1.0,10.066666666666666,1.0,0.19444444444444448,1.0,0.1666666666666666,1.0,0.3333333333333331,1.0,0.25,1.0,0.25,1.0,0.027067669172932324,0.9864661654135338,1.0,0.9928571428571429,1.0,1.0,1.0,0.39165714285714354,0.0,0.9928571428571429,1.0,0.39165714285714354,0.0,1.0,1.0,0.39165714285714354,0.0,0.5,1.0,2.0,1.0,0.5,1.0,0.06628787878787877,1.0,6.045454545454546,1.0,0.06666666666666667,1.0,4.0,1.0,0.06666666666666667,1.0,8.68,1.0,0.22222222222222196,1.0,0.16666666666666674,1.0,0.1666666666666666,1.0,0.25,1.0,0.25,1.0,0.06666666666666667,1.0,6.619047619047619,1.0,0.17068825910931168,1.0,4.78888888888889,2.3333333333333335,0.06365890688259104,1.0,7.775,1.0,0.20651544018417073,1.0,5.249999999999998,3.283333333333333,0.14041541982045408,1.0,9.434782608695652,1.8695652173913044,0.3333333333333332,1.0,0.5,1.0,0.05460913312693498,1.0,1.0,1.0,0.05539473684210529,1.0,5.175,1.1,0.05,1.0,10.0,1.0,0.05280296329057941,1.0,12.107142857142858,1.0,0.14166666666666672,1.0,0.22499999999999995,1.0,1.0,1.0,0.05802139037433156,1.0,4.0,1.0,0.16666666666666666,1.0,0.11764705882352941,1.0,4.0,2.0,0.1666666666666666,1.0,0.1666666666666666,1.0,0.25,1.0,0.07323232323232313,1.0,7.5,1.0,0.0909090909090909,1.0,9.941176470588236,1.0,1.0,1.0,0.1666666666666666,1.0,7.0,3.0
std,57.879184513951124,,,,0.0,,,,,,0.0,,2.027449817830049,44614.96936437834,0.21015259704932496,,4.7234021253955225,,,0.0,1.8946616106607879,0.118401920235282,0.0,0.02893475645048597,0.0,1.3165611772087664,0.4902903378454601,0.007919079122997824,0.0,0.4343722427630694,0.0,0.04594169225194382,0.0,0.7059173660784185,0.9467621366623011,0.0024433332522436047,0.0,0.4666753088820374,0.0,0.0017999620212020245,0.0,0.2446802424647964,0.0,0.0008999810106010123,0.0,0.3077935056255462,0.0,0.039537360546606455,0.0,2.591405914823962,0.5063696835418333,0.2941690419165124,0.18280628953291128,0.012262301547952903,0.0,0.02679063602137883,0.0,0.08233677210105753,0.0,1.2599094146448557e-16,0.0,2.8476619731297836e-17,0.0,0.37320879633939924,0.20776823717709142,0.0,0.0,0.0,0.0,0.6094981783583205,0.3213864944175004,0.01718491865290924,0.0,1.1867385800378578,0.0,0.025878667882601528,0.0,1.9048710600127936,0.550603811249092,0.00999999713722899,0.0,4.979927240901752,0.0,0.04162034616517681,0.0,2.3377804845380283,0.3579573230971607,0.02690353297180744,0.0,2.031171230018918,0.49236596391733084,0.032303364436792735,0.0,4.112954905049958,0.4713691817962074,0.04408678692244175,0.0,3.096382913331215,0.7388385161462392,0.001980761202256369,0.0,0.2515488742932315,0.0,0.028131649085657393,0.0,5.695323946259567e-17,0.0,0.2054120075044402,0.0,0.0,0.0,0.0,0.0,0.11666491442309176,0.058332457211545896,0.0,0.05954607326011385,0.0,0.0,0.0,0.2897539211826112,0.0,0.05954607326011385,0.0,0.2897539211826112,0.0,0.0,0.0,0.2897539211826112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012260205965343744,0.0,1.0900971004051372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5567764362830022,0.0,0.11252659634262963,0.0,8.432749224604462e-17,0.0,5.695323946259567e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6690433824641328,0.0,0.08642207366264743,0.0,3.5422824571716043,0.9589266029707685,0.013449990519771004,0.0,3.8463269191828675,0.0,0.1001860682161453,0.0,1.7494954882127698,1.6060443739428394,0.03546034361882359,0.0,0.3472079487624015,0.34435022157509093,1.1390647892519134e-16,0.0,0.0,0.0,0.004320804535725379,0.0,0.0,0.0,0.015284515575811638,0.0,1.6801863931687682,0.3077935056255462,,,,,0.003961051598481629,0.0,1.4742050139924308,0.0,0.02799063742532105,0.0,0.11036071393157611,0.0,0.0,0.0,0.002596278910308085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.695323946259567e-17,0.0,5.695323946259567e-17,0.0,0.0,0.0,0.01790195850905471,0.0,3.5445877847928333,0.0,1.4304896245381992e-17,0.0,0.24253562503633294,0.0,0.0,0.0,5.695323946259567e-17,0.0,0.0,0.0
min,201.0,,,,1.0,,,,,,0.0,,1.0,19328.0,0.11503811503799999,,11.0,,,0.0,0.0,0.4728485299937148,1.0,0.05,1.0,2.0,1.0,0.05,1.0,1.0,1.0,0.0625,1.0,2.0,1.0,0.05,1.0,2.0,1.0,0.10526315789473684,1.0,3.5,2.0,0.05263157894736842,1.0,4.0,1.0,0.05263157894736842,1.0,7.0,1.0,-0.6051909090909091,-0.45020000000000004,0.1111111111111111,1.0,0.1111111111111111,1.0,0.16666666666666666,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,-0.8104999999999999,-0.5694,0.25,1.0,0.25,1.0,-0.8402,-0.8481,0.05,1.0,10.0,1.0,0.06666666666666667,1.0,2.0,1.0,0.058823529411764705,1.0,1.0,1.0,0.05,1.0,1.0,1.0,0.0625,1.0,1.5,1.0,0.05,1.0,1.0,1.0,0.0625,1.0,3.0,1.0,0.0625,1.0,10.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.25,1.0,0.0,0.5263157894736842,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,2.0,1.0,0.5,1.0,0.0625,1.0,5.0,1.0,0.06666666666666667,1.0,4.0,1.0,0.06666666666666667,1.0,7.0,1.0,0.1111111111111111,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.25,1.0,0.06666666666666667,1.0,5.0,1.0,0.05,1.0,2.3333333333333335,1.0,0.05,1.0,4.0,1.0,0.05,1.0,2.0,1.0,0.05,1.0,8.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.05,1.0,1.0,1.0,0.05,1.0,3.0,1.0,0.05,1.0,10.0,1.0,0.05,1.0,10.0,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.05,1.0,4.0,1.0,0.16666666666666666,1.0,0.11764705882352941,1.0,4.0,2.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.05555555555555555,1.0,4.0,1.0,0.09090909090909091,1.0,9.0,1.0,1.0,1.0,0.16666666666666666,1.0,7.0,3.0
25%,250.75,,,,1.0,,,,,,0.0,,2.0,20684.25,0.4933933992384999,,14.0,,,0.0,0.3684210526315789,0.8564593301435407,1.0,0.05,1.0,2.0,1.0,0.05555555555555555,1.0,1.0,1.0,0.07692307692307693,1.0,2.0,1.0,0.05065789473684211,1.0,2.0,1.0,0.1111111111111111,1.0,3.5,2.0,0.05555555555555555,1.0,5.0,1.0,0.05555555555555555,1.0,7.0,1.0,-0.12990000000000004,-0.21061818181818184,0.1111111111111111,1.0,0.1111111111111111,1.0,0.16666666666666666,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,-0.33903333333333335,-0.1858,0.25,1.0,0.25,1.0,-0.4939,0.0,0.05,1.0,11.0,1.0,0.08484848484848484,1.0,3.125,1.0,0.0625,1.0,1.0,1.0,0.058823529411764705,1.0,1.5,1.0,0.06666666666666667,1.0,3.0,1.0,0.05555555555555555,1.0,6.0,1.0,0.09090909090909091,1.0,4.166666666666666,1.0,0.0625,1.0,10.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,2.0,1.0,0.5,1.0,0.06666666666666667,1.0,5.25,1.0,0.06666666666666667,1.0,4.0,1.0,0.06666666666666667,1.0,8.0,1.0,0.1111111111111111,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.25,1.0,0.06666666666666667,1.0,6.0,1.0,0.05065789473684211,1.0,2.3333333333333335,1.0,0.05,1.0,4.0,1.0,0.1,1.0,4.0,2.0,0.15384615384615385,1.0,9.5,2.0,0.3333333333333333,1.0,0.5,1.0,0.05,1.0,1.0,1.0,0.05,1.0,4.0,1.0,0.05,1.0,10.0,1.0,0.05,1.0,10.0,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.058823529411764705,1.0,4.0,1.0,0.16666666666666666,1.0,0.11764705882352941,1.0,4.0,2.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.05555555555555555,1.0,4.0,1.0,0.09090909090909091,1.0,10.0,1.0,1.0,1.0,0.16666666666666666,1.0,7.0,3.0
50%,300.5,,,,1.0,,,,,,0.0,,5.5,60892.5,0.6076964284819999,,16.5,,,0.0,1.631578947368421,0.9398496240601503,1.0,0.10526315789473684,1.0,4.5,2.0,0.06066176470588235,1.0,1.0,1.0,0.15789473684210525,1.0,3.0,3.0,0.05555555555555555,1.0,2.0,1.0,0.1111111111111111,1.0,3.5,2.0,0.05555555555555555,1.0,5.0,1.0,0.09444444444444444,1.0,9.5,1.5,0.06286499999999999,-0.03535555555555556,0.1111111111111111,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1214,0.0,0.25,1.0,0.25,1.0,0.32035,0.0,0.0625,1.0,11.0,1.0,0.10101010101010101,1.0,4.833333333333334,1.5,0.06458333333333333,1.0,10.0,1.0,0.06666666666666667,1.0,3.0,1.0,0.09090909090909091,1.0,4.0,1.0,0.0787878787878788,1.0,7.0,1.0,0.125,1.0,9.0,2.0,0.06666666666666667,1.0,10.0,1.0,0.19444444444444442,1.0,0.16666666666666666,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34,0.0,1.0,1.0,0.34,0.0,1.0,1.0,0.34,0.0,0.5,1.0,2.0,1.0,0.5,1.0,0.06666666666666667,1.0,6.0,1.0,0.06666666666666667,1.0,4.0,1.0,0.06666666666666667,1.0,9.0,1.0,0.2222222222222222,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.25,1.0,0.06666666666666667,1.0,7.0,1.0,0.23076923076923078,1.0,2.3333333333333335,3.0,0.06477732793522267,1.0,7.0,1.0,0.23076923076923078,1.0,6.333333333333333,3.0,0.15384615384615385,1.0,9.5,2.0,0.3333333333333333,1.0,0.5,1.0,0.05572755417956656,1.0,1.0,1.0,0.05,1.0,4.5,1.0,0.05,1.0,10.0,1.0,0.05,1.0,13.0,1.0,0.16666666666666666,1.0,0.25,1.0,1.0,1.0,0.058823529411764705,1.0,4.0,1.0,0.16666666666666666,1.0,0.11764705882352941,1.0,4.0,2.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.07323232323232323,1.0,7.5,1.0,0.09090909090909091,1.0,10.0,1.0,1.0,1.0,0.16666666666666666,1.0,7.0,3.0
75%,350.25,,,,1.0,,,,,,0.0,,6.0,105523.75,0.7455819102682502,,23.0,,,0.0,2.263157894736842,0.9919028340080972,1.0,0.1111111111111111,1.0,4.5,2.0,0.06666666666666667,1.0,1.25,1.0,0.16666666666666666,1.0,3.0,3.0,0.05555555555555555,1.0,3.0,1.0,0.1111111111111111,1.0,3.5,2.0,0.05555555555555555,1.0,5.0,1.0,0.13333333333333333,1.0,12.0,2.0,0.25294000000000005,0.01357777777777778,0.1111111111111111,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.3383333333333334,0.0,0.25,1.0,0.25,1.0,0.6486,0.0,0.09090909090909091,1.0,13.0,1.0,0.11458333333333333,1.0,5.5,2.0,0.06666666666666667,1.0,12.0,1.0,0.1,1.0,6.0,1.0,0.1111111111111111,1.0,5.0,2.0,0.125,1.0,12.0,2.0,0.13333333333333333,1.0,10.0,2.0,0.06666666666666667,1.0,10.0,1.0,0.2222222222222222,1.0,0.16666666666666666,1.0,0.41666666666666663,1.0,0.25,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6597,0.0,1.0,1.0,0.6597,0.0,1.0,1.0,0.6597,0.0,0.5,1.0,2.0,1.0,0.5,1.0,0.06666666666666667,1.0,6.0,1.0,0.06666666666666667,1.0,4.0,1.0,0.06666666666666667,1.0,9.0,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.25,1.0,0.06666666666666667,1.0,7.0,1.0,0.23076923076923078,1.0,9.0,3.0,0.07692307692307693,1.0,12.0,1.0,0.23529411764705882,1.0,7.0,4.0,0.15384615384615385,1.0,9.5,2.0,0.3333333333333333,1.0,0.5,1.0,0.058823529411764705,1.0,1.0,1.0,0.05065789473684211,1.0,6.0,1.0,0.05,1.0,10.0,1.0,0.058823529411764705,1.0,13.0,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,0.058823529411764705,1.0,4.0,1.0,0.16666666666666666,1.0,0.11764705882352941,1.0,4.0,2.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.25,1.0,0.09090909090909091,1.0,11.0,1.0,0.09090909090909091,1.0,10.0,1.0,1.0,1.0,0.16666666666666666,1.0,7.0,3.0
