,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.3,results_full_domain_appears_MapsLocations,10,9,0.8421052631578947,0.7,1.0,1.43,19,rural,urban,0.0811261888458405,life insurance,urban
1,0.5,*results_full_domain_appears_MapsLocations,10,10,0.35,0.1,0.6,6.0,20,rural,urban,0.019723632218659942,geico,urban
2,0.0,results_full_domain_appears_MapsLocations,10,9,1.0,1.0,1.0,1.0,19,rural,urban,,insurance companies,
3,0.2,results_full_domain_appears_MapsLocations,10,10,0.1,0.0,0.2,inf,20,rural,urban,0.16785065605707492,health insurance,urban
4,0.6,*results_full_domain_appears_MapsLocations,10,10,0.3,0.0,0.6,inf,20,rural,urban,0.005121072764272635,geico insurance,urban
5,0.4,results_full_domain_appears_MapsLocations,10,10,0.5,0.3,0.7,2.33,20,rural,urban,0.08055387210850919,progressive,urban
6,0.1,results_full_domain_appears_MapsLocations,10,10,0.95,0.9,1.0,1.11,20,rural,urban,0.34343639613791366,home insurance,urban
7,0.1,results_full_domain_appears_MapsLocations,10,10,0.95,0.9,1.0,1.11,20,rural,urban,0.34343639613791366,car insurance,urban
8,0.0,results_full_domain_appears_MapsLocations,10,9,1.0,1.0,1.0,1.0,19,rural,urban,,auto insurance,
9,0.5,*results_full_domain_appears_MapsLocations,10,10,0.55,0.3,0.8,2.67,20,rural,urban,0.024143272996065546,progressive insurance,urban
10,0.6,*results_full_domain_appears_yellowpages.com,10,10,0.4,0.1,0.7,7.0,20,rural,urban,0.00481102818085497,geico,urban
11,0.4,*results_full_domain_appears_yellowpages.com,10,10,0.2,0.0,0.4,inf,20,rural,urban,0.03678749787978613,geico insurance,urban
12,0.4,*results_full_domain_appears_yellowpages.com,10,10,0.2,0.0,0.4,inf,20,rural,urban,0.03678749787978613,progressive,urban
13,0.5,*results_full_domain_appears_yellowpages.com,10,10,0.25,0.0,0.5,inf,20,rural,urban,0.014956363910414203,progressive insurance,urban
14,0.8,**results_full_domain_appears_youtube.com,10,10,0.5,0.9,0.1,9.0,20,rural,urban,2.2928871994400028e-05,geico,rural
15,0.4,*results_full_domain_appears_youtube.com,10,10,0.8,1.0,0.6,1.67,20,rural,urban,0.03678749787978613,geico insurance,rural
