,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,,top_ads_top_three_domain_frac_www.googleadservices.com,5,0,1.0,1.0,,,5,rural,urban,,Wells Fargo,urban
1,0.208,*top_ads_top_three_domain_frac_dvnf.org,12,6,0.1388888888888889,0.208,0.0,inf,18,rural,urban,0.01718048734301316,United States Department of Veterans Affairs,rural
2,0.125,*top_ads_top_three_domain_frac_www.kansascity.buyatoyota.com,12,8,0.075,0.125,0.0,inf,20,rural,urban,0.04333332143930939,Toyota,rural
