,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.542,*results_top_domain_appears_MapsLocations,12,8,0.55,0.333,0.875,2.62,20,rural,urban,0.010436090137830464,loan,urban
1,0.625,*results_top_domain_appears_MapsLocations,12,8,0.25,0.0,0.625,inf,20,rural,urban,0.011201432554090134,personal loans,urban
2,0.5,*results_top_domain_appears_MapsLocations,12,8,0.7,0.5,1.0,2.0,20,rural,urban,0.006872303308921115,payday loans,urban
3,0.125,results_top_domain_appears_MapsLocations,12,8,0.05,0.0,0.125,inf,20,rural,urban,0.3506166628202075,bank loans,urban
4,0.25,results_top_domain_appears_MapsLocations,12,8,0.1,0.0,0.25,inf,20,rural,urban,0.17047066078705375,loans bad credit,urban
5,0.8,**results_top_domain_appears_wellsfargo.com,10,10,0.4,0.0,0.8,inf,20,GOP,DEM,0.0002024993220676408,bank loans,DEM
6,0.7,**results_top_domain_appears_MapsLocations,10,10,0.55,0.2,0.9,4.5,20,GOP,DEM,0.0006237457011994752,loan,DEM
7,0.5,*results_top_domain_appears_MapsLocations,10,10,0.25,0.0,0.5,inf,20,GOP,DEM,0.014956363910414203,personal loans,DEM
8,0.6,*results_top_domain_appears_MapsLocations,10,10,0.7,0.4,1.0,2.5,20,GOP,DEM,0.005121072764272635,payday loans,DEM
9,0.1,results_top_domain_appears_MapsLocations,10,10,0.05,0.0,0.1,inf,20,GOP,DEM,0.34343639613791355,bank loans,DEM
10,0.2,results_top_domain_appears_MapsLocations,10,10,0.1,0.0,0.2,inf,20,GOP,DEM,0.16785065605707492,loans bad credit,DEM
