,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.2,*results_top_three_domain_frac_tdbank.com,10,10,0.09999999999999999,0.0,0.2,inf,20,GOP,DEM,0.005121072764272635,bank loans,DEM
1,0.2,*results_top_three_domain_frac_debt.org,10,10,0.16666666666666666,0.267,0.067,4.0,20,GOP,DEM,0.0051629256736767815,personal loans,GOP
2,0.233,*results_top_three_domain_frac_santanderbank.com,10,10,0.21666666666666665,0.333,0.1,3.33,20,GOP,DEM,0.0013229505842674947,bank loans,GOP
3,0.233,*results_top_three_domain_frac_rocketloans.com,10,10,0.21666666666666665,0.333,0.1,3.33,20,GOP,DEM,0.0013229505842674947,personal loans,GOP
4,0.167,*results_top_three_domain_frac_MapsLocations,10,10,0.08333333333333333,0.0,0.167,inf,20,GOP,DEM,0.014956363910414203,personal loans,DEM
5,0.226,*results_top_three_domain_frac_MapsLocations,9,10,0.1929824561403509,0.074,0.3,4.05,19,GOP,DEM,0.001820563734696493,loan,DEM
6,0.033,results_top_three_domain_frac_MapsLocations,10,10,0.016666666666666666,0.0,0.033,inf,20,GOP,DEM,0.34343639613791355,bank loans,DEM
7,0.033,results_top_three_domain_frac_MapsLocations,9,10,0.017543859649122806,0.0,0.033,inf,19,GOP,DEM,0.34343639613791355,quicken loans,DEM
8,0.067,results_top_three_domain_frac_MapsLocations,10,10,0.03333333333333333,0.0,0.067,inf,20,GOP,DEM,0.16785065605707486,loans bad credit,DEM
9,0.185,*results_top_three_domain_frac_MapsLocations,9,10,0.24561403508771926,0.148,0.333,2.25,19,GOP,DEM,0.013349063426018683,payday loans,DEM
