,key,code_str
165,https://www.yelp.com/biz/progressive-insurance-jersey-city,ttiz
166,https://www.yelp.com/search?find_desc=progressive+insurance&find_loc=Oak+Cliff%2C+Dallas%2C+TX,ttiz
167,https://www.yelp.com/biz/geico-insurance-agent-orlando-4,ttiz
168,https://www.yelp.com/biz/geico-insurance-agent-miami,ttiz
169,https://www.yelp.com/search?cflt=paydayloans&find_loc=Orlando%2C+FL,ttiz
170,https://www.yelp.com/search?cflt=paydayloans&find_loc=Danforth+Ave%2C+Jersey+City%2C+NJ+07305,ttiz
171,https://www.instagram.com/dominos/?hl=en,tfo$
172,https://www.yelp.com/biz/pizza-hut-livingston-2,ttiz
173,https://www.yelp.com/biz/pizza-hut-ellicott-city-4,ttiz
174,https://www.yelp.com/biz/pizza-hut-falls-church-4,ttiz
175,https://www.yelp.com/biz/pizza-hut-falls-church-8,ttiz
176,https://www.yelp.com/biz/pizza-hut-fairfax-2,ttiz
177,https://www.yelp.com/biz/pizza-hut-fairfax,ttiz
178,https://www.yelp.com/biz/pizza-hut-leesburg-4,ttiz
179,https://www.yelp.com/biz/pizza-hut-leesburg,ttiz
180,https://www.yelp.com/biz/pizza-hut-castle-rock,ttiz
181,https://www.yelp.com/biz/pizza-hut-somerville,tfo$
182,https://www.yelp.com/biz/pizza-hut-somerset-2,ttiz
183,https://www.yelp.com/biz/pizza-hut-los-alamos-2,tfo$
184,https://www.yelp.com/biz/pizza-hut-arlington-8,ttiz
185,https://www.yelp.com/biz/pizza-hut-arlington-10,ttiz
186,https://www.yelp.com/biz/dominos-pizza-ellicott-city-2,ttiz
187,https://www.yelp.com/biz/dominos-pizza-falls-church-2,ttiz
188,https://www.yelp.com/biz/dominos-pizza-leesburg,ttiz
189,https://www.yelp.com/biz/dominos-pizza-castle-rock,ttiz
190,https://www.yelp.com/biz/dominos-pizza-franklin-park,ttiz
191,https://www.yelp.com/biz/dominos-los-alamos,ttiz
192,https://www.yelp.com/biz/mcdonalds-livingston-2,ttiz
193,https://www.yelp.com/biz/mcdonalds-ellicott-city-2,ttiz
194,https://www.yelp.com/biz/mcdonalds-ellicott-city,ttiz
195,https://www.yelp.com/biz/mcdonalds-falls-church-2,ttiz
196,https://www.yelp.com/biz/mcdonalds-falls-church,ttiz
197,https://www.yelp.com/biz/mcdonalds-falls-church-6,ttiz
198,https://www.yelp.com/biz/mcdonalds-falls-church-4,ttiz
199,https://www.yelp.com/biz/mcdonalds-fairfax-6,ttiz
200,https://www.yelp.com/biz/mcdonalds-fairfax-3,ttiz
201,https://www.yelp.com/biz/mcdonalds-leesburg-3,ttiz
202,https://www.yelp.com/biz/mcdonalds-castle-rock-3,ttiz
203,https://www.yelp.com/biz/mcdonalds-somerville-5,ttiz
204,https://www.yelp.com/biz/mcdonalds-branchburg,ttiz
205,https://www.yelp.com/biz/mcdonalds-franklin-21,ttiz
206,https://www.yelp.com/biz/mcdonalds-los-alamos,ttiz
207,https://www.yelp.com/biz/mcdonalds-arlington-45,ttiz
208,https://www.yelp.com/biz/mcdonalds-arlington-9,ttiz
209,https://www.yelp.com/biz/mcdonalds-arlington-20,ttiz
210,https://www.yelp.com/biz/wal-mart-livingston,tfo$
211,https://www.yelp.com/biz/walmart-livingston-2,tfo$
212,https://www.yelp.com/search?find_desc=walmart+stores&find_loc=Los+Alamos%2C+NM+87544,ttiz
213,https://www.yelp.com/search?find_desc=walmart&find_loc=Crystal+City%2C+Arlington%2C+VA,ttiz
214,https://www.yelp.com/search?find_desc=Walmart+Stores&find_loc=Arlington%2C+VA,ttiz
215,https://www.yelp.com/biz/chase-bank-castle-rock,ttiz
216,https://www.yelp.com/biz/chase-bank-somerville,ttiz
217,https://www.yelp.com/search?find_desc=chase+bank&find_loc=Arlington%2C+VA,ttiz
218,https://www.tripadvisor.com/Restaurant_Review-g30666-d4979534-Reviews-Pizza_Hut-Livingston_Alabama.html,ttiz
219,https://www.tripadvisor.com/Restaurant_Review-g41131-d5088390-Reviews-Pizza_Hut-Ellicott_City_Maryland.html,ttiz
220,https://www.tripadvisor.com/Restaurant_Review-g57894-d1858983-Reviews-Pizza_Hut-Leesburg_Loudoun_County_Virginia.html,ttiz
221,https://www.tripadvisor.com/Restaurant_Review-g30242-d4957669-Reviews-Pizza_Hut-Arlington_Virginia.html,ttiz
222,https://www.tripadvisor.com/Restaurant_Review-g33345-d4962816-Reviews-McDonald_s-Castle_Rock_Colorado.html,ttiz
223,https://www.tripadvisor.com/Restaurant_Review-g33345-d4543370-Reviews-McDonald_s-Castle_Rock_Colorado.html,ttiz
224,https://www.yelp.com/biz/progressive-insurance-fairfax-2,tfo$
225,https://www.yelp.com/biz/geico-ellicott-city,tfo$
226,https://www.yelp.com/biz/geico-washington,ttiz
227,https://www.yelp.com/search?cflt=paydayloans&find_loc=Arlington%2C+VA,ttiz
228,https://www.yelp.com/search?cflt=paydayloans&find_loc=Falls+Church%2C+VA,ttiz
229,https://www.facebook.com/barackobama/posts/10155532677446749,tfip
230,https://www.linkedin.com/in/michaelseanflynn,ttiz
231,https://www.yelp.com/search?find_desc=School+Uniforms&find_loc=Bronx%2C+NY,ttiz
232,https://www.yelp.com/search?find_desc=School+Uniforms&find_loc=Washington%2C+DC,ttiz
233,https://www.yelp.com/biz/pizza-hut-big-spring,ttiz
234,https://www.yelp.com/biz/pizza-hut-jonesboro,ttiz
235,https://www.yelp.com/biz/pizza-hut-bronx-8,ttiz
236,https://www.yelp.com/biz/pizza-hut-new-york-7,ttiz
237,https://www.yelp.com/biz/pizza-hut-baltimore-3,ttiz
238,https://www.yelp.com/biz/pizza-hut-petersburg-4,ttiz
239,https://www.yelp.com/biz/pizza-hut-washington-14,ttiz
240,https://www.yelp.com/biz/pizza-hut-washington-19,ttiz
241,https://www.yelp.com/biz/pizza-hut-upper-marlboro,ttiz
242,https://www.yelp.com/biz/pizza-hut-san-francisco-3,ttiz
243,https://www.yelp.com/biz/pizza-hut-san-francisco-2,ttiz
244,https://www.yelp.com/biz/dominos-pizza-big-spring,ttiz
245,https://www.yelp.com/biz/dominos-pizza-jonesboro,ttiz
246,https://www.yelp.com/biz/mcdonalds-big-spring-2,ttiz
247,https://www.yelp.com/biz/mcdonalds-big-spring,ttiz
248,https://www.yelp.com/biz/mcdonalds-jonesboro,ttiz
249,https://www.yelp.com/biz/mcdonalds-port-gibson,tfo$
250,https://www.yelp.com/biz/mcdonalds-petersburg,ttiz
251,https://www.yelp.com/biz/mcdonalds-upper-marlboro-7,ttiz
252,https://www.yelp.com/biz/mcdonalds-san-francisco-61,ttiz
253,https://www.yelp.com/biz/mcdonalds-san-francisco-31,ttiz
254,https://www.yelp.com/search?find_desc=wal-mart&find_loc=Co-op+City%2C+Bronx%2C+NY,ttiz
255,https://www.yelp.com/search?find_desc=walmart+stores&find_loc=Upper+Marlboro%2C+MD+20772,ttiz
256,https://www.yelp.com/biz/wells-fargo-bank-petersburg-6,ttiz
257,https://www.yelp.com/search?find_desc=chase+bank&find_loc=Baltimore%2C+MD,ttiz
258,https://www.yelp.com/search?find_desc=chase+bank&find_loc=Washington%2C+DC,ttiz
259,https://www.tripadvisor.com/Restaurant_Review-g60763-d4253191-Reviews-Pizza_Hut-New_York_City_New_York.html,ttiz
260,https://www.tripadvisor.com/Restaurant_Review-g60763-d4797783-Reviews-Pizza_Hut-New_York_City_New_York.html,ttiz
261,https://www.tripadvisor.com/Restaurant_Review-g60811-d485922-Reviews-Pizza_Hut-Baltimore_Maryland.html,ttiz
262,https://www.tripadvisor.com/Restaurant_Review-g60811-d5594306-Reviews-Pizza_Hut-Baltimore_Maryland.html,ttiz
263,https://www.tripadvisor.com/Restaurant_Review-g28970-d4248759-Reviews-Pizza_Hut-Washington_DC_District_of_Columbia.html,ttiz
264,https://www.tripadvisor.com/Restaurant_Review-g60713-d4253571-Reviews-Pizza_Hut-San_Francisco_California.html,ttiz
265,https://www.tripadvisor.com/Restaurant_Review-g60811-d4318128-Reviews-McDonald_s-Baltimore_Maryland.html,ttiz
266,https://www.tripadvisor.com/Restaurant_Review-g28970-d2405547-Reviews-McDonald_s-Washington_DC_District_of_Columbia.html,ttiz
