GEOID,POP_ESTIMATE_2016
54103,"15,640"
54105,"5,806"
54107,"85,643"
54109,"21,763"
55000,"5,778,708"
55001,"20,069"
55003,"15,714"
55005,"45,412"
55007,"14,891"
55009,"260,401"
55011,"13,099"
55013,"15,213"
55015,"49,553"
55017,"63,649"
55019,"34,557"
55021,"56,927"
55023,"16,321"
55025,"531,273"
55027,"88,068"
55029,"27,587"
55031,"43,509"
55033,"44,704"
55035,"102,965"
55037,"4,456"
55039,"102,144"
55041,"9,064"
55043,"52,214"
55045,"37,075"
55047,"18,719"
55049,"23,654"
55051,"5,726"
55053,"20,562"
55055,"84,625"
55057,"26,274"
55059,"168,183"
55061,"20,405"
55063,"118,122"
55065,"16,753"
55067,"19,221"
55069,"27,902"
55071,"79,536"
55073,"135,603"
55075,"40,491"
55077,"15,067"
55078,"4,533"
55079,"951,448"
55081,"45,623"
55083,"37,430"
55085,"35,601"
55087,"184,526"
55089,"88,314"
55091,"7,307"
55093,"41,238"
55095,"43,481"
55097,"70,447"
55099,"13,517"
55101,"195,140"
55103,"17,476"
55105,"161,620"
55107,"14,127"
55109,"88,029"
55111,"63,949"
55113,"16,369"
55115,"41,062"
55117,"115,427"
55119,"20,439"
55121,"29,633"
55123,"30,814"
55125,"21,435"
55127,"102,959"
55129,"15,648"
55131,"134,296"
55133,"398,424"
55135,"51,533"
55137,"24,162"
55139,"169,886"
55141,"73,107"
56000,"585,501"
56001,"38,256"
56003,"12,005"
56005,"48,803"
56007,"15,618"
56009,"14,191"
56011,"7,464"
56013,"40,242"
56015,"13,390"
56017,"4,679"
56019,"8,486"
56021,"98,136"
56023,"19,110"
56025,"81,039"
56027,"2,480"
56029,"29,353"
56031,"8,680"
56033,"30,200"
56035,"9,769"
56037,"44,165"
56039,"23,191"
56041,"20,773"
56043,"8,235"
56045,"7,236"
72000,"3,411,307"
72001,"18,314"
72003,"38,938"
72005,"54,582"
72007,"26,471"
72009,"23,605"
72011,"27,540"
72013,"87,939"
72015,"18,236"
72017,"24,467"
72019,"28,977"
72021,"184,374"
72023,"49,361"
72025,"132,164"
72027,"32,434"
72029,"46,477"
72031,"158,457"
72033,"24,968"
72035,"44,796"
72037,"11,937"
72039,"17,021"
72041,"40,599"
72043,"39,558"
72045,"19,699"
72047,"34,408"
72049,"1,797"
72051,"37,536"
72053,"32,219"
72054,"11,988"
72055,"16,897"
72057,"42,063"
72059,"19,125"
72061,"89,307"
72063,"47,269"
72065,"40,676"
72067,"16,290"
72069,"53,895"
72071,"42,744"
72073,"14,984"
72075,"47,309"
72077,"39,477"
72079,"23,434"
72081,"26,629"
72083,"8,645"
72085,"38,049"
72087,"26,583"
72089,"18,660"
72091,"39,941"
72093,"5,786"
72095,"11,074"
72097,"77,748"
72099,"37,117"
72101,"31,603"
72103,"26,448"
72105,"28,805"
72107,"21,529"
72109,"17,472"
72111,"21,117"
72113,"145,278"
72115,"24,201"
72117,"14,380"
72119,"51,009"
72121,"23,163"
72123,"28,846"
72125,"32,321"
72127,"347,052"
72129,"38,174"
72131,"38,202"
72133,"22,277"
72135,"73,980"
72137,"80,207"
72139,"68,242"
72141,"29,564"
72143,"38,230"
72145,"53,674"
72147,"8,825"
72149,"23,113"
72151,"34,358"
72153,"36,673"
