,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,winner
0,0.238,**results_full_domain_appears_MapsLocations,480,320,0.23875,0.144,0.381,2.65,800,rural,urban,2.2613626888767615e-13,urban
1,0.217,**results_full_domain_appears_MapsLocations,400,400,0.23875,0.13,0.348,2.67,800,GOP,DEM,2.6396250196123584e-13,DEM
2,0.009,results_full_domain_appears_wikipedia.org,480,320,0.3475,0.344,0.353,1.03,800,rural,urban,0.7856216051930479,urban
3,0.011,results_full_domain_appears_wikipedia.org,360,440,0.3475,0.342,0.352,1.03,800,low-income,high-income,0.7541693330502026,high-income
4,0.01,results_full_domain_appears_wikipedia.org,400,400,0.3475,0.342,0.352,1.03,800,GOP,DEM,0.7668195942631808,DEM
5,0.142,**results_top_three_domain_appears_MapsLocations,480,320,0.115,0.058,0.2,3.43,800,rural,urban,2.0521076652724615e-08,urban
6,0.043,**results_top_three_domain_appears_google.com,480,320,0.02875,0.046,0.003,14.67,800,rural,urban,2.511398314785806e-05,rural
7,0.135,**results_top_three_domain_appears_MapsLocations,400,400,0.115,0.048,0.182,3.84,800,GOP,DEM,1.7034866074079492e-09,DEM
8,0.038,*results_top_three_domain_appears_google.com,400,400,0.02875,0.048,0.01,4.75,800,GOP,DEM,0.0015023124527279365,GOP
9,0.023,results_top_three_domain_appears_wikipedia.org,480,320,0.11375,0.123,0.1,1.23,800,rural,urban,0.3092253955964424,rural
10,0.0,results_top_three_domain_appears_wikipedia.org,360,440,0.11375,0.114,0.114,1.0,800,low-income,high-income,0.9910859232870766,low-income
11,0.018,results_top_three_domain_appears_wikipedia.org,400,400,0.11375,0.122,0.105,1.17,800,GOP,DEM,0.4363350382660943,GOP
12,0.067,**results_top_domain_appears_MapsLocations,480,320,0.0725,0.046,0.112,2.45,800,rural,urban,0.000980409330166303,urban
13,0.022,*results_top_domain_appears_statefarm.com,480,320,0.00875,0.0,0.022,inf,800,rural,urban,0.007950679571434674,urban
14,0.075,**results_top_domain_appears_MapsLocations,400,400,0.0725,0.035,0.11,3.14,800,GOP,DEM,4.130445913677047e-05,DEM
15,0.018,*results_top_domain_appears_statefarm.com,400,400,0.00875,0.0,0.018,inf,800,GOP,DEM,0.0079909104867295,DEM
16,0.014,results_top_domain_appears_wikipedia.org,480,320,0.0075,0.002,0.016,7.5,800,rural,urban,0.06254757576874559,urban
17,0.004,results_top_domain_appears_wikipedia.org,360,440,0.0075,0.006,0.009,1.64,800,low-income,high-income,0.5553773514725087,high-income
18,0.01,results_top_domain_appears_wikipedia.org,400,400,0.0075,0.002,0.012,5.0,800,GOP,DEM,0.10160258592575476,DEM
