,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.625,*results_top_domain_appears_MapsLocations,12,8,0.25,0.0,0.625,inf,20,rural,urban,0.011201432554090134,personal loans,urban
1,0.125,results_top_domain_appears_MapsLocations,12,8,0.05,0.0,0.125,inf,20,rural,urban,0.3506166628202075,bank loans,urban
2,0.25,results_top_domain_appears_MapsLocations,12,8,0.1,0.0,0.25,inf,20,rural,urban,0.17047066078705375,loans bad credit,urban
3,0.167,results_top_domain_appears_MapsLocations,12,8,0.15,0.083,0.25,3.0,20,rural,urban,0.3842339918070399,car insurance,urban
4,0.542,*results_top_domain_appears_MapsLocations,12,8,0.55,0.333,0.875,2.62,20,rural,urban,0.010436090137830464,loan,urban
5,0.292,results_top_domain_appears_MapsLocations,12,8,0.2,0.083,0.375,4.5,20,rural,urban,0.17772076426571837,auto insurance,urban
6,0.5,*results_top_domain_appears_MapsLocations,12,8,0.7,0.5,1.0,2.0,20,rural,urban,0.006872303308921115,payday loans,urban
7,0.167,results_top_domain_appears_MapsLocations,12,8,0.9,0.833,1.0,1.2,20,rural,urban,0.16608681351829563,insurance companies,urban
8,0.875,**results_top_domain_appears_statefarm.com,12,8,0.35,0.0,0.875,inf,20,rural,urban,0.00021155485194587255,life insurance,urban
9,0.5,*results_top_domain_appears_MapsLocations,10,10,0.25,0.0,0.5,inf,20,GOP,DEM,0.014956363910414203,personal loans,DEM
10,0.1,results_top_domain_appears_MapsLocations,10,10,0.05,0.0,0.1,inf,20,GOP,DEM,0.34343639613791355,bank loans,DEM
11,0.2,results_top_domain_appears_MapsLocations,10,10,0.1,0.0,0.2,inf,20,GOP,DEM,0.16785065605707492,loans bad credit,DEM
12,0.3,results_top_domain_appears_MapsLocations,10,10,0.15,0.0,0.3,inf,20,GOP,DEM,0.0811261888458405,car insurance,DEM
13,0.7,**results_top_domain_appears_MapsLocations,10,10,0.55,0.2,0.9,4.5,20,GOP,DEM,0.0006237457011994752,loan,DEM
14,0.4,*results_top_domain_appears_MapsLocations,10,10,0.2,0.0,0.4,inf,20,GOP,DEM,0.03678749787978613,auto insurance,DEM
15,0.6,*results_top_domain_appears_MapsLocations,10,10,0.7,0.4,1.0,2.5,20,GOP,DEM,0.005121072764272635,payday loans,DEM
16,0.2,results_top_domain_appears_MapsLocations,10,10,0.9,0.8,1.0,1.25,20,GOP,DEM,0.16785065605707492,insurance companies,DEM
17,0.7,*results_top_domain_appears_statefarm.com,10,10,0.35,0.0,0.7,inf,20,GOP,DEM,0.0013229505842674947,life insurance,DEM
