,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.565,**results_top_three_domain_appears_rocketloans.com,23,7,0.43333333333333335,0.565,0.0,inf,30,rural,urban,2.2785535363600537e-05,personal loans,rural
1,0.522,**results_top_three_domain_appears_debt.org,23,7,0.4,0.522,0.0,inf,30,rural,urban,6.73043204786012e-05,personal loans,rural
2,0.409,*results_top_three_domain_appears_avant.com,19,21,0.425,0.211,0.619,2.94,40,low-income,high-income,0.007655251559493045,personal loans,high-income
