wikipedia.org,20
procon.org,17
people also ask,14
nytimes.com,13
NewsCarousel,12
theatlantic.com,8
washingtonpost.com,8
cnn.com,6
huffingtonpost.com,5
youtube.com,4
thehill.com,4
webmd.com,4
plannedparenthood.org,4
deathpenaltyinfo.org,4
foxnews.com,4
usnews.com,3
ncsl.org,3
newsweek.com,3
bbc.co.uk,2
justfacts.com,2
theguardian.com,2
cis.org,2
target.com,2
cfr.org,2
euthanasia.com,2
childrensplace.com,2
scientificamerican.com,2
emedicinehealth.com,2
dosomething.org,2
hsi.org,2
pbs.org,2
propublica.org,2
pcrm.org,2
slate.com,2
drugabuse.gov,2
peta.org,2
crueltyfreeinternational.org,2
nraila.org,2
walmart.com,2
americanpregnancy.org,2
frenchtoast.com,2
MapsPlaces,2
cookieskids.com,2
foxbusiness.com,2
aavs.org,2
merriam-webster.com,2
alcoholproblemsandsolutions.org,2
medicalnewstoday.com,2
medicalmarijuanainc.com,2
nybooks.com,2
go.com,2
allure.com,2
dictionary.com,2
amnesty.org,2
amnestyusa.org,2
animalsaustralia.org,2
twincities.com,2
thrillist.com,2
fivethirtyeight.com,2
time.com,2
co.uk,2
npr.org,2
phillymag.com,1
minimumwage.com,1
landsend.com,1
lds.org,1
nbcphiladelphia.com,1
philasd.org,1
oldnavy.com,1
marijuanadoctors.com,1
pa.gov,1
macys.com,1
nymag.com,1
drugpolicy.org,1
thenation.com,1
texasmonthly.com,1
MapsLocations,1
womenhelp.org,1
SearchTweetCarousel,1
academy.com,1
washingtontimes.com,1
usatoday.com,1
health.pa.gov,1
jsonline.com,1
cramersuniforms.com,1
qz.com,1
rainbowshops.com,1
yelp.com,1
eagles.com,0
forbes.com,0
dmva.pa.gov,0
dominos.com,0
dominosaruba.com,0
foursquare.com,0
four-paws.us,0
dailycaller.com,0
dailysignal.com,0
fortune.com,0
donaldjtrump.com,0
findlaw.com,0
edmunds.com,0
dallasnews.com,0
fbresearch.org,0
faunalytics.org,0
deathpenaltyfail.org,0
fansided.com,0
facebook.com,0
deadspin.com,0
drjays.com,0
expressnews.com,0
espn.com,0
denver.buyatoyota.com,0
chevydealer.com,0
cosmopolitan.com,0
autoblog.com,0
bitcoin.com,0
biography.com,0
benefits.gov,0
bbc.com,0
baynews9.com,0
barlowchevrolet.com,0
barackobama.com,0
bankofamerica.com,0
ballotpedia.org,0
axios.com,0
aspenideas.org,0
bleedinggreennation.com,0
ardmoretoyota.com,0
apple.com,0
apha.org,0
amazon.com,0
aljazeera.com,0
alfranken.com,0
aldf.org,0
UserTweetCarousel,0
247sports.com,0
,0
bleacherreport.com,0
bloomberg.com,0
conicellitoyotaofconshohocken.com,0
chase.com,0
conicellihonda.com,0
collegefootballplayoff.com,0
cointelegraph.com,0
coindesk.com,0
cnet.com,0
cnbc.com,0
clarionledger.com,0
chevyontheblvd.com,0
franken.senate.gov,0
chevrolet.com,0
chapmansellschevys.com,0
breitbart.com,0
centralcitytoyota.com,0
cc.com,0
cbssports.com,0
cbsnews.com,0
cbslocal.com,0
careersatchase.com,0
caranddriver.com,0
car.com,0
calfire.ca.gov,0
brynerchevrolet.com,0
foxsanantonio.com,0
instagram.com,0
fredbeanschevrolet.com,0
themainewire.com,0
technologyreview.com,0
tampabay.com,0
supremecourt.gov,0
startribune.com,0
sportingnews.com,0
snagajob.com,0
smithsonianmag.com,0
sloanetoyotaphiladelphia.com,0
sloanehonda.com,0
senate.gov,0
seekingalpha.com,0
seccountry.com,0
sbnation.com,0
rollingstone.com,0
roadandtrack.com,0
reuters.com,0
retailmenot.com,0
primevideo.com,0
popsci.com,0
polygon.com,0
politico.com,0
pizzahut.com,0
piazzahondaphiladelphia.com,0
theadvocate.com,0
thesun.co.uk,0
philly.com,0
theverge.com,0
yellowpages.com,0
yahoo.com,0
wsj.com,0
wptv.com,0
wholesaleschoolwear.com,0
whitepages.com,0
wf.com,0
wellsfargocenterphilly.com,0
wellsfargoadvisors.com,0
wellsfargo.com,0
washington.edu,0
walmartstores.com,0
vfw.org,0
vets.gov,0
variety.com,0
vanityfair.com,0
va.gov,0
usa.gov,0
twitter.com,0
tripadvisor.com,0
toyotafinancial.com,0
toyota.com,0
toyota-global.com,0
phillyvoice.com,0
philadelphiaeagles.com,0
gap.com,0
jpost.com,0
jpmorgan.com,0
japantoday.com,0
investopedia.com,0
inforum.com,0
independent.co.uk,0
imdb.com,0
ibtimes.com,0
http:,0
hondafinancialservices.com,0
honda.com,0
hollywoodreporter.com,0
hollywoodlife.com,0
hillaryclinton.com,0
heraldcourier.com,0
hbr.org,0
groupon.com,0
greatbritishgardens.co.uk,0
gosur.com,0
googleadservices.com,0
google.com,0
glamour.com,0
gardenvisit.com,0
gardencollage.com,0
jpmorganchase.com,0
justia.com,0
people.com,0
landof10.com,0
pennlive.com,0
pagesix.com,0
outdoorlife.com,0
onlineathens.com,0
nonhumanrights.org,0
nj.com,0
nfl.com,0
newyorker.com,0
newsobserver.com,0
newsmax.com,0
news-journalonline.com,0
nerdwallet.com,0
nbcsports.com,0
nbcnews.com,0
myfox8.com,0
motorsport.com,0
mirror.co.uk,0
mediapost.com,0
mcdonalds.com,0
mapquest.com,0
mainlinehonda.com,0
linkedin.com,0
latimes.com,0
,0
