,column,len(a),len(b),mean_a,mean_b,mult_inc,winner
0,*results_full_domain_frac_play.google.com,180,180,0.034,0.021,1.62,rural
1,*results_full_domain_frac_pizza.dominos.com,180,180,0.006,0.022,3.58,urban
2,*results_full_domain_frac_MapsLocations,180,180,0.039,0.057,1.45,urban
3,*results_full_domain_frac_www.hondacertified.com,180,180,0.003,0.0,inf,rural
4,*results_full_domain_frac_www.caranddriver.com,180,180,0.009,0.002,3.58,rural
5,**results_full_domain_frac_www.yelp.com,180,180,0.002,0.015,9.19,urban
6,**results_full_domain_frac_www.facebook.com,180,180,0.072,0.053,1.36,rural
7,**results_full_domain_frac_en.wikipedia.org,180,180,0.095,0.076,1.25,rural
8,*results_full_domain_frac_foursquare.com,180,180,0.0,0.002,inf,urban
