,column,len(a),len(b),mean_a,mean_b,mult_inc,winner
0,*results_top_domain_frac_MapsLocations,380,380,0.0,0.011,inf,DEM
1,*results_top_domain_frac_MapsPlaces,380,380,0.0,0.016,inf,DEM
2,*top_ads_top_domain_frac_www.heartlandalliance.org,170,148,0.053,0.014,3.92,GOP
