,column,len(a),len(b),mean_a,mean_b,mult_inc,winner
0,*results_full_domain_frac_www.guttmacher.org,100,100,0.009,0.002,5.68,rural
1,*results_full_domain_frac_www.youtube.com,100,100,0.002,0.009,5.58,urban
2,**results_full_domain_frac_MapsLocations,100,100,0.0,0.01,inf,urban
3,*results_full_domain_frac_MapsPlaces,100,100,0.003,0.009,3.31,urban
4,*top_ads_full_domain_frac_www.amnestyusa.org,58,48,0.022,0.0,inf,rural
