,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.203,*results_top_three_domain_frac_www.usa.gov,21,5,0.23076923076923073,0.27,0.067,4.05,26,rural,urban,0.033652721061434625,United States Department of Veterans Affairs,rural
1,0.063,*results_top_three_domain_frac_MapsLocations,21,5,0.282051282051282,0.27,0.333,1.24,26,rural,urban,0.042285589088188656,Domino's Pizza,urban
2,0.086,results_top_three_domain_frac_MapsLocations,21,5,0.0641025641025641,0.048,0.133,2.8,26,rural,urban,0.3645759204896296,Target Corporation,urban
3,0.025,results_top_three_domain_frac_MapsLocations,21,5,0.15384615384615385,0.159,0.133,1.19,26,rural,urban,0.7870138878003664,Pizza Hut,rural
4,0.111,*results_top_three_domain_frac_MapsLocations,21,5,0.24358974358974356,0.222,0.333,1.5,26,rural,urban,0.004899976849549475,Toyota,urban
5,0.14,results_top_three_domain_frac_MapsLocations,21,5,0.15384615384615385,0.127,0.267,2.1,26,rural,urban,0.1107525409626974,McDonald's,urban
6,0.206,**results_top_three_domain_frac_MapsLocations,21,5,0.16666666666666666,0.127,0.333,2.62,26,rural,urban,1.404054145137698e-05,Chase Bank,urban
7,0.203,*results_top_three_domain_frac_MapsLocations,21,5,0.10256410256410257,0.063,0.267,4.2,26,rural,urban,0.03365272106143458,United States Department of Veterans Affairs,urban
8,0.076,results_top_three_domain_frac_MapsLocations,21,5,0.2051282051282051,0.19,0.267,1.4,26,rural,urban,0.35205646577959787,Chevrolet,urban
9,0.025,results_top_three_domain_frac_MapsLocations,21,5,0.15384615384615385,0.159,0.133,1.19,26,rural,urban,0.7870138878003662,Walmart,rural
10,0.038,results_top_three_domain_frac_MapsLocations,21,5,0.10256410256410256,0.095,0.133,1.4,26,rural,urban,0.6827770771658581,Bank of America,urban
11,0.143,**results_top_three_domain_frac_MapsLocations,21,5,0.21794871794871792,0.19,0.333,1.75,26,rural,urban,0.0009466708187561973,Wells Fargo,urban
12,0.038,results_top_three_domain_frac_MapsLocations,21,5,0.23076923076923073,0.238,0.2,1.19,26,rural,urban,0.6827770771658583,Honda,rural
13,0.079,*results_top_three_domain_frac_www.allmenus.com,21,5,0.0641025641025641,0.079,0.0,inf,26,rural,urban,0.021233545439132393,Pizza Hut,rural
