,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.014,results_full_domain_frac_hbr.org,21,5,0.01153846153846154,0.014,0.0,inf,26,rural,urban,0.08285889710527859,Toyota,rural
1,0.034,*results_full_domain_frac_hbr.org,21,5,0.02735042735042735,0.034,0.0,inf,26,rural,urban,0.004938824170838898,Wells Fargo,rural
2,0.016,results_full_domain_frac_MapsLocations,21,5,0.10235042735042736,0.099,0.115,1.16,26,rural,urban,0.22146981962320075,Domino's Pizza,urban
3,0.038,results_full_domain_frac_MapsLocations,21,5,0.04195804195804195,0.035,0.073,2.1,26,rural,urban,0.11075254096269736,Target Corporation,urban
4,0.015,results_full_domain_frac_MapsLocations,21,5,0.0480963480963481,0.051,0.036,1.4,26,rural,urban,0.5848629937016652,Pizza Hut,rural
5,0.032,*results_full_domain_frac_MapsLocations,21,5,0.0860042735042735,0.08,0.112,1.41,26,rural,urban,0.028469197062143462,Toyota,urban
6,0.043,results_full_domain_frac_MapsLocations,21,5,0.045512820512820525,0.037,0.08,2.14,26,rural,urban,0.10485600211539779,McDonald's,urban
7,0.077,**results_full_domain_frac_MapsLocations,21,5,0.0625,0.048,0.125,2.62,26,rural,urban,1.4040541451376955e-05,Chase Bank,urban
8,0.046,results_full_domain_frac_MapsLocations,21,5,0.0625,0.054,0.1,1.87,26,rural,urban,0.1501161912277594,United States Department of Veterans Affairs,urban
9,0.021,results_full_domain_frac_MapsLocations,21,5,0.07648601398601398,0.073,0.093,1.29,26,rural,urban,0.47799863437578316,Chevrolet,urban
10,0.008,results_full_domain_frac_MapsLocations,21,5,0.04615384615384616,0.048,0.04,1.19,26,rural,urban,0.7870138878003664,Walmart,rural
11,0.022,results_full_domain_frac_MapsLocations,21,5,0.057692307692307696,0.062,0.04,1.55,26,rural,urban,0.4465390074581008,Bank of America,rural
12,0.038,*results_full_domain_frac_MapsLocations,21,5,0.06923076923076923,0.062,0.1,1.62,26,rural,urban,0.0022125429643922107,Wells Fargo,urban
13,0.012,results_full_domain_frac_MapsLocations,21,5,0.08504273504273505,0.087,0.075,1.17,26,rural,urban,0.7210694232284665,Honda,rural
14,0.036,results_full_domain_frac_en.wikipedia.org,21,5,0.05425824175824175,0.061,0.025,2.45,26,rural,urban,0.24988051023394828,Domino's Pizza,rural
15,0.004,results_full_domain_frac_en.wikipedia.org,21,5,0.09580419580419582,0.097,0.093,1.04,26,rural,urban,0.11075254096269674,Target Corporation,rural
16,0.052,results_full_domain_frac_en.wikipedia.org,21,5,0.06431623931623931,0.074,0.022,3.35,26,rural,urban,0.080360302739762,Pizza Hut,rural
17,0.002,results_full_domain_frac_en.wikipedia.org,21,5,0.0782380013149244,0.079,0.077,1.02,26,rural,urban,0.3292565771717133,US Senate,rural
18,0.095,*results_full_domain_frac_en.wikipedia.org,21,5,0.10166361416361416,0.12,0.025,4.8,26,rural,urban,0.016822905581637064,Toyota,rural
19,0.007,results_full_domain_frac_en.wikipedia.org,21,5,0.0967948717948718,0.096,0.102,1.07,26,rural,urban,0.37616669252769386,McDonald's,urban
20,0.0,**results_full_domain_frac_en.wikipedia.org,21,5,0.15384615384615385,0.154,0.154,1.0,26,rural,urban,0.00023344743474862226,Barack Obama,urban
21,0.036,results_full_domain_frac_en.wikipedia.org,21,5,0.1291208791208791,0.136,0.1,1.36,26,rural,urban,0.22303883267990418,Chase Bank,rural
22,0.002,results_full_domain_frac_en.wikipedia.org,21,5,0.07988165680473372,0.08,0.078,1.03,26,rural,urban,0.20188614356517082,US Supreme Court,rural
23,0.0,results_full_domain_frac_en.wikipedia.org,21,5,0.07716962524654833,0.077,0.077,1.0,26,rural,urban,0.3292565771717315,Hillary Clinton,rural
24,0.007,results_full_domain_frac_en.wikipedia.org,21,5,0.13392857142857142,0.135,0.129,1.05,26,rural,urban,0.15011619122775954,United States Department of Veterans Affairs,rural
25,0.0,**results_full_domain_frac_en.wikipedia.org,21,5,0.08333333333333334,0.083,0.083,1.0,26,rural,urban,0.00023344743474862226,Donald Trump,urban
26,0.006,results_full_domain_frac_en.wikipedia.org,21,5,0.11812215562215564,0.119,0.113,1.05,26,rural,urban,0.48806330556310906,Chevrolet,rural
27,0.028,results_full_domain_frac_en.wikipedia.org,21,5,0.06452991452991454,0.07,0.042,1.65,26,rural,urban,0.3678546464807814,Walmart,rural
28,0.03,results_full_domain_frac_en.wikipedia.org,21,5,0.08888888888888888,0.095,0.064,1.47,26,rural,urban,0.3223540551829073,Bank of America,rural
29,0.004,results_full_domain_frac_en.wikipedia.org,21,5,0.08333333333333333,0.084,0.08,1.05,26,rural,urban,0.8576309504301067,Wells Fargo,rural
30,0.022,results_full_domain_frac_en.wikipedia.org,21,5,0.11775030525030525,0.122,0.1,1.22,26,rural,urban,0.43715937529383725,Honda,rural
