,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,n,name_a,name_b,pval,query,winner
0,0.2,results_full_domain_appears_MapsLocations,10,10,0.7,0.6,0.8,1.33,20,GOP,DEM,0.35584114604163886,progressive insurance,DEM
1,0.6,*results_full_domain_appears_MapsLocations,10,10,0.3,0.0,0.6,inf,20,GOP,DEM,0.005121072764272635,geico,DEM
2,0.7,*results_full_domain_appears_MapsLocations,10,10,0.35,0.0,0.7,inf,20,GOP,DEM,0.0013229505842674947,geico insurance,DEM
3,0.1,results_full_domain_appears_MapsLocations,10,10,0.05,0.0,0.1,inf,20,GOP,DEM,0.34343639613791355,health insurance,DEM
4,0.9,**results_full_domain_appears_MapsLocations,10,10,0.55,0.1,1.0,10.0,20,GOP,DEM,8.538051223166285e-06,progressive,DEM
5,0.1,results_full_domain_appears_MapsLocations,10,10,0.95,0.9,1.0,1.11,20,GOP,DEM,0.34343639613791366,insurance companies,DEM
6,0.1,results_full_domain_appears_MapsLocations,10,10,0.85,0.8,0.9,1.12,20,GOP,DEM,0.5565650165675333,car insurance,DEM
7,0.5,*results_full_domain_appears_MapsLocations,10,10,0.75,0.5,1.0,2.0,20,GOP,DEM,0.014956363910414203,home insurance,DEM
8,0.6,*results_full_domain_appears_MapsLocations,10,10,0.5,0.2,0.8,4.0,20,GOP,DEM,0.005162925673676795,life insurance,DEM
9,0.2,results_full_domain_appears_MapsLocations,10,10,0.9,0.8,1.0,1.25,20,GOP,DEM,0.16785065605707492,auto insurance,DEM
