,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,mult_increase,n,name_a,name_b,pval,winner
0,,results_full_domain_frac_,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
1,,results_top_three_domain_frac_,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
2,,results_top_domain_frac_,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
3,0.0,results_full_domain_frac_godeery.com,798,190,9.201324990798675e-05,0.0,0.0,inf,,988,rural,urban,0.3176140145231066,rural
4,,results_top_three_domain_frac_godeery.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
5,,results_top_domain_frac_godeery.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
6,0.0,results_full_domain_frac_cars.com,798,190,0.00020242914979757087,0.0,0.0,inf,,988,rural,urban,0.15742930060448118,rural
7,,results_top_three_domain_frac_cars.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
8,,results_top_domain_frac_cars.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
9,0.0,results_full_domain_frac_pitchfork.com,798,190,0.0012708052181736392,0.001,0.002,1.38,,988,rural,urban,0.6567847290369728,urban
10,,results_top_three_domain_frac_pitchfork.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
11,,results_top_domain_frac_pitchfork.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
12,0.001,*results_full_domain_frac_greatschools.org,798,190,0.0006440927493559073,0.001,0.0,inf,,988,rural,urban,0.008070913589483376,rural
13,,results_top_three_domain_frac_greatschools.org,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
14,,results_top_domain_frac_greatschools.org,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
15,0.0,results_full_domain_frac_openmenu.com,798,190,0.00030364372469635634,0.0,0.0,inf,,988,rural,urban,0.08326427363488359,rural
16,,results_top_three_domain_frac_openmenu.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
17,,results_top_domain_frac_openmenu.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
18,,results_full_domain_frac_hotair.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
19,,results_top_three_domain_frac_hotair.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
20,,results_top_domain_frac_hotair.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
21,0.0,results_full_domain_frac_sacbee.com,798,190,0.00012651821862348178,0.0,0.0,inf,,988,rural,urban,0.31761401452310684,rural
22,,results_top_three_domain_frac_sacbee.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
23,,results_top_domain_frac_sacbee.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
24,,results_full_domain_frac_piehlmotorsgm.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
25,,results_top_three_domain_frac_piehlmotorsgm.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
26,,results_top_domain_frac_piehlmotorsgm.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
27,,results_full_domain_frac_hondaofcasper.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
28,,results_top_three_domain_frac_hondaofcasper.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
29,,results_top_domain_frac_hondaofcasper.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
30,,results_full_domain_frac_barackobama.com,798,190,0.0020242914979757085,0.002,0.002,,1.0,988,rural,urban,,
31,,results_top_three_domain_frac_barackobama.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
32,,results_top_domain_frac_barackobama.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
33,,results_full_domain_frac_aljazeera.com,798,190,0.002631578947368421,0.0026,0.0026,,1.0,988,rural,urban,,
34,,results_top_three_domain_frac_aljazeera.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
35,,results_top_domain_frac_aljazeera.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
36,0.0,results_full_domain_frac_senate.gov,798,190,0.004005328904114329,0.004,0.004,1.01,,988,rural,urban,0.9785291520999856,urban
37,0.0,results_top_three_domain_frac_senate.gov,798,190,0.01720647773279352,0.017,0.018,1.02,,988,rural,urban,0.961315768675266,urban
38,,results_top_domain_frac_senate.gov,798,190,0.02631578947368421,0.0263,0.0263,,1.0,988,rural,urban,,
39,,results_full_domain_frac_cbsnews.com,798,190,0.002392344497607655,0.0024,0.0024,,1.0,988,rural,urban,,
40,,results_top_three_domain_frac_cbsnews.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
41,,results_top_domain_frac_cbsnews.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
42,0.0,results_full_domain_frac_patclemonsgm.com,798,190,9.201324990798675e-05,0.0,0.0,inf,,988,rural,urban,0.3176140145231066,rural
43,,results_top_three_domain_frac_patclemonsgm.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
44,,results_top_domain_frac_patclemonsgm.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
45,,results_full_domain_frac_hondaoftheozarks.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
46,,results_top_three_domain_frac_hondaoftheozarks.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
47,,results_top_domain_frac_hondaoftheozarks.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
48,0.0,results_full_domain_frac_cbssports.com,798,190,0.004468658871492881,0.004,0.005,1.07,,988,rural,urban,0.8464952417539302,urban
49,0.0,results_top_three_domain_frac_cbssports.com,798,190,0.00033738191632928474,0.0,0.0,inf,,988,rural,urban,0.31761401452310684,rural
50,,results_top_domain_frac_cbssports.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
51,,results_full_domain_frac_optionline.org,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
52,,results_top_three_domain_frac_optionline.org,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
53,,results_top_domain_frac_optionline.org,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
54,,results_full_domain_frac_dailypress.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
55,,results_top_three_domain_frac_dailypress.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
56,,results_top_domain_frac_dailypress.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
57,,results_full_domain_frac_news4jax.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
58,,results_top_three_domain_frac_news4jax.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
59,,results_top_domain_frac_news4jax.com,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
60,,results_full_domain_frac_pcrm.org,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
61,,results_top_three_domain_frac_pcrm.org,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
62,,results_top_domain_frac_pcrm.org,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
63,0.0,results_full_domain_frac_mikeflynndefensefund.org,798,190,8.434547908232118e-05,0.0,0.0,inf,,988,rural,urban,0.31761401452310684,rural
64,,results_top_three_domain_frac_mikeflynndefensefund.org,798,190,0.0,0.0,0.0,,1.0,988,rural,urban,,
