,column,len(a),len(b),mean,mean_a,mean_b,mult_increase,n,name_a,name_b,pval,query,winner
0,top_ads_top_domain_frac_www.heartlandalliance.org,9,2,1.0,1.0,1.0,1,11,GOP,DEM,,illegal immigration,
